collected_at,sido,hpid,dutyName,symBlkMsgTyp,symTypCod,symTypCodMag,symBlkMsg,symBlkSttDtm,symBlkEndDtm,dutyAddr,emcOrgCod,rnum,symOutDspMth,symOutDspYon,trtPrtCodMag
2026-09-23 01:59:29,서울특별시,A1100002,건국대학교병원,응급,Y000,응급실,단순봉합 불가 (필요시 별도 문의 바랍니다),20260921090000,20260928090000,서울특별시 광진구 능동로 120-1 (화양동),A1100002,9,자동,차단,정형외과
2026-09-23 01:59:29,서울특별시,A1100002,건국대학교병원,응급,Y000,응급실,"지속적인 간질 중첩증, 심근염을 비롯한 중증 심질환, 호흡기 기도 이물 및 중증객혈, 중증호흡부전(산소 2L/min이상필요한경우) 이송시 문의 바랍니다.",20260921090000,20260928090000,서울특별시 광진구 능동로 120-1 (화양동),A1100002,10,자동,차단,소아청소년과
2026-09-23 01:59:29,서울특별시,A1100002,건국대학교병원,응급,Y000,응급실,환자 수용여부 확인 부탁드립니다.,20260921090000,20260928090000,서울특별시 광진구 능동로 120-1 (화양동),A1100002,11,자동,차단,신경과
2026-09-23 01:59:29,서울특별시,A1100002,건국대학교병원,응급,Y000,응급실,단순봉합 불가 (필요시 별도 문의 바랍니다),20260921090000,20260928090000,서울특별시 광진구 능동로 120-1 (화양동),A1100002,12,자동,차단,성형외과
2026-09-23 01:59:29,서울특별시,A1100002,건국대학교병원,응급,Y000,응급실,응급환자 이송시  반드시 병원수용 여부 가능확인 후 이송 부탁드립니다.,20260921090000,20260928090000,서울특별시 광진구 능동로 120-1 (화양동),A1100002,13,자동,차단,응급실
2026-09-23 01:59:29,서울특별시,A1100003,중앙대학교병원,응급,Y000,응급실,이비인후과 진료 불가,20260922180000,20260923070000,서울특별시 동작구 흑석로 102 (흑석동),A1100003,14,자동,차단,이비인후과
2026-09-23 01:59:29,서울특별시,A1100003,중앙대학교병원,응급,Y000,응급실,2개월 미만 신생아 및 소아중환자 진료 불가,20260916100000,20260923100000,서울특별시 동작구 흑석로 102 (흑석동),A1100003,15,자동,차단,소아청소년과
2026-09-23 01:59:29,서울특별시,A1100003,중앙대학교병원,응급,Y000,응급실,피부과 진료 불가,20260916100000,20260923100000,서울특별시 동작구 흑석로 102 (흑석동),A1100003,16,자동,차단,피부과
2026-09-23 01:59:29,서울특별시,A1100004,순천향대학교부속서울병원,중증,Y0131,수족지접합,성형외과 인력 부족으로 수지접합 불가,20260922220000,20260923075900,서울특별시 용산구 대사관로 59 (한남동),A1100004,17,자동,차단,성형외과
2026-09-23 01:59:29,서울특별시,A1100004,순천향대학교부속서울병원,응급,Y000,응급실,(22:00~익일 08:00) 안면부 열상환자 및 단순 열상환자 응급실 내 진료 불가,20260921000000,20260927235900,서울특별시 용산구 대사관로 59 (한남동),A1100004,18,자동,차단,성형외과
2026-09-23 01:59:29,서울특별시,A1100005,이화여자대학교의과대학부속목동병원,응급,Y000,응급실,신경과 의료진 부족으로 뇌경색 환자 외 신경과 진료 불가,20260922220000,20260923080000,서울특별시 양천구 안양천로 1071 (목동),A1100005,19,자동,차단,신경과
2026-09-23 01:59:29,서울특별시,A1100005,이화여자대학교의과대학부속목동병원,응급,Y000,응급실,성형외과 인력 부족으로 매일 0AM~7AM 단순봉합 불가함,20260921100000,20260928100000,서울특별시 양천구 안양천로 1071 (목동),A1100005,20,자동,차단,성형외과
2026-09-23 01:59:29,서울특별시,A1100006,강북삼성병원,응급,Y000,응급실,[진료제한]-[요일별 상세 운영 다름. 수용여부 사전 확인] 요일별 상세 운영 시간이 달라 내원 전 문의부탁드립니다. (진료시간 1시간전 접수 마감),20260922150000,20260929150000,서울특별시 종로구 새문안로 29 (평동),A1100006,21,자동,차단,소아청소년과
2026-09-23 01:59:29,서울특별시,A1100006,강북삼성병원,응급,Y000,응급실,"[진료제한]-[수용여부 사전 확인]  비뇨의학과(응급 수술케이스불가), 산부인과, 정형외과, 안과(외상 진료 및 수술불가)",20260922150000,20260929150000,서울특별시 종로구 새문안로 29 (평동),A1100006,22,자동,차단,기타 진료과
2026-09-23 01:59:29,서울특별시,A1100006,강북삼성병원,응급,Y000,응급실,"★CS핫라인-ECMO/심장/대동맥수술/본원CS구환★ 010-8662-6890,  010-5031-0198",20260922150000,20260929150000,서울특별시 종로구 새문안로 29 (평동),A1100006,23,자동,차단,응급실
2026-09-23 01:59:29,서울특별시,A1100006,강북삼성병원,응급,Y000,응급실,"[야간불가]-[요일별 상세 운영 다름. 수용여부 사전 확인] 성형외과, 이비인후과, 피부과,  안과",20260922150000,20260929150000,서울특별시 종로구 새문안로 29 (평동),A1100006,24,자동,차단,기타 진료과
2026-09-23 01:59:29,서울특별시,A1100007,연세대학교의과대학세브란스병원,중증,Y0131,수족지접합,불가능메세지등록,20260922173000,20260923083000,서울특별시 서대문구 연세로 50-1 (신촌동),A1100007,25,자동,차단,
2026-09-23 01:59:29,서울특별시,A1100007,연세대학교의과대학세브란스병원,중증,Y0132,수족지접합 외,불가능메세지등록,20260922173000,20260923083000,서울특별시 서대문구 연세로 50-1 (신촌동),A1100007,26,자동,차단,
2026-09-23 01:59:29,서울특별시,A1100007,연세대학교의과대학세브란스병원,중증,Y0160,안과적 응급 수술,[안과적 응급 수술] 정규시간 외 응급수술 불가능(마취지원 불가),20260922150000,20260923080000,서울특별시 서대문구 연세로 50-1 (신촌동),A1100007,27,자동,차단,
2026-09-23 01:59:29,서울특별시,A1100007,연세대학교의과대학세브란스병원,중증,Y0142,응급투석(CRRT),CRRT  가용기기 부족,20260921121600,20260923090000,서울특별시 서대문구 연세로 50-1 (신촌동),A1100007,28,자동,차단,내과
2026-09-23 01:59:29,서울특별시,A1100007,연세대학교의과대학세브란스병원,응급,Y000,응급실,"[신생아(미숙아)] 생후 4주 이내, 교정연령 44주이내,  NICU 입원이 연속적인 경우에 가능,야간 및 공휴일은 사전 상의 된 환아 외 진료 불가능 (필요 시 문의 바랍니다)",20260919000000,20260925235900,서울특별시 서대문구 연세로 50-1 (신촌동),A1100007,29,자동,차단,응급실
2026-09-23 01:59:29,서울특별시,A1100007,연세대학교의과대학세브란스병원,응급,Y000,응급실,[복부응급수술(비외상)]Appendicitis 신환 수용 불가,20260919000000,20260925235900,서울특별시 서대문구 연세로 50-1 (신촌동),A1100007,30,자동,차단,외과
2026-09-23 01:59:29,서울특별시,A1100007,연세대학교의과대학세브란스병원,응급,Y000,응급실,(산과) 신환수용 불가(f/u 환자는 필요 시 문의바랍니다.),20260919000000,20260925235900,서울특별시 서대문구 연세로 50-1 (신촌동),A1100007,31,자동,차단,응급실
2026-09-23 01:59:29,서울특별시,A1100007,연세대학교의과대학세브란스병원,응급,Y000,응급실,[응급 기관지 내시경(성인)] 평일 7am-5pm 시행 가능 / 이 외 시간 및 휴일(공휴일 포함)은 상의 후 결정(필요 시 문의바랍니다.),20260919000000,20260925235900,서울특별시 서대문구 연세로 50-1 (신촌동),A1100007,32,자동,차단,호흡기내과
2026-09-23 01:59:29,서울특별시,A1100007,연세대학교의과대학세브란스병원,응급,Y000,응급실,(소아신경외과) f/u 환자가 아닌 신환의 협진 및 전원 수용 불가 (도보 내원 포함),20260919000000,20260925235900,서울특별시 서대문구 연세로 50-1 (신촌동),A1100007,33,자동,차단,신경외과
2026-09-23 01:59:29,서울특별시,A1100007,연세대학교의과대학세브란스병원,응급,Y000,응급실,[뇌출혈수술] 중환자실 및 응급 수술/마취 지원 여부에 따라 부분 수용 가능 (필요 시 문의 바랍니다.),20260919000000,20260925235900,서울특별시 서대문구 연세로 50-1 (신촌동),A1100007,34,자동,차단,응급실
2026-09-23 01:59:29,서울특별시,A1100007,연세대학교의과대학세브란스병원,응급,Y000,응급실,(성형외과) 단순 봉합 진료 불가,20260919000000,20260925235900,서울특별시 서대문구 연세로 50-1 (신촌동),A1100007,35,자동,차단,성형외과
2026-09-23 01:59:29,서울특별시,A1100007,연세대학교의과대학세브란스병원,응급,Y000,응급실,(치과) 치과(일반)진료 21:30 이후 진료 불가능(f/u 포함),20260919000000,20260925235900,서울특별시 서대문구 연세로 50-1 (신촌동),A1100007,36,자동,차단,치과
2026-09-23 01:59:29,서울특별시,A1100007,연세대학교의과대학세브란스병원,응급,Y000,응급실,(소아신경외과) f/u 환자가 아닌 신환의 협진 및 전원 수용 불가 (도보 내원 포함),20260919000000,20260925235900,서울특별시 서대문구 연세로 50-1 (신촌동),A1100007,37,자동,차단,응급실
2026-09-23 01:59:29,서울특별시,A1100008,학교법인고려중앙학원고려대학교의과대학부속병원(안암병원),응급,Y000,응급실,"인력 부재로 성형안과적 진료(안검수술, 안와질환, 눈물길 질환 등) 제한",20260921101500,20260928150000,"서울특별시 성북구 고려대로 73, 고려대병원 (안암동5가)",A1100008,38,자동,차단,안과
2026-09-23 01:59:29,서울특별시,A1100008,학교법인고려중앙학원고려대학교의과대학부속병원(안암병원),응급,Y000,응급실,"[이비인후과]Deep neck infection 환자 평일 주간(8jAM~5PM), 화요일 야간(5PM~익일 8AM) 외 시간은 수용 불가",20260921101500,20260928150000,"서울특별시 성북구 고려대로 73, 고려대병원 (안암동5가)",A1100008,39,자동,차단,이비인후과
2026-09-23 01:59:29,서울특별시,A1100009,재단법인아산사회복지재단서울아산병원,응급,Y000,응급실,응급실 포화,20260923000400,20260923020000,"서울특별시 송파구 올림픽로43길 88, 서울아산병원 (풍납동)",A1100009,40,자동,차단,응급실
2026-09-23 01:59:29,서울특별시,A1100009,재단법인아산사회복지재단서울아산병원,응급,Y000,응급실,야간 시간 소아 소화기 이물 제거 불가(해당과 의사인력 부족)/ GI bleeding control은 수용 가능,20260922220000,20260923060000,"서울특별시 송파구 올림픽로43길 88, 서울아산병원 (풍납동)",A1100009,41,자동,차단,소아청소년과
2026-09-23 01:59:29,서울특별시,A1100009,재단법인아산사회복지재단서울아산병원,중증,Y0020,뇌경색의 재관류중재술,ASU 및 ICU여석 없음,20260922101800,20260923090000,"서울특별시 송파구 올림픽로43길 88, 서울아산병원 (풍납동)",A1100009,42,자동,차단,신경과
2026-09-23 01:59:29,서울특별시,A1100009,재단법인아산사회복지재단서울아산병원,응급,Y000,응급실,"단순 중심정맥관(PICC, Q-cath 등) 관련 시술불가",20260922000000,20260929235900,"서울특별시 송파구 올림픽로43길 88, 서울아산병원 (풍납동)",A1100009,43,자동,차단,영상의학과
2026-09-23 01:59:29,서울특별시,A1100009,재단법인아산사회복지재단서울아산병원,응급,Y000,응급실,[산과] 임신 1삼분기GA14+6wks)는 재진 외 수용불가,20260922000000,20260929235900,"서울특별시 송파구 올림픽로43길 88, 서울아산병원 (풍납동)",A1100009,44,자동,차단,산부인과
2026-09-23 01:59:29,서울특별시,A1100009,재단법인아산사회복지재단서울아산병원,응급,Y000,응급실,본원 재진 외 수용불가,20260922000000,20260929235900,"서울특별시 송파구 올림픽로43길 88, 서울아산병원 (풍납동)",A1100009,45,자동,차단,호흡기내과
2026-09-23 01:59:29,서울특별시,A1100009,재단법인아산사회복지재단서울아산병원,응급,Y000,응급실,[부인과]본원 재진 외 수용불가,20260922000000,20260929235900,"서울특별시 송파구 올림픽로43길 88, 서울아산병원 (풍납동)",A1100009,46,자동,차단,산부인과
2026-09-23 01:59:29,서울특별시,A1100009,재단법인아산사회복지재단서울아산병원,응급,Y000,응급실,[성인] 안면부 단순 봉합 수용불가,20260922000000,20260929235900,"서울특별시 송파구 올림픽로43길 88, 서울아산병원 (풍납동)",A1100009,47,자동,차단,성형외과
2026-09-23 01:59:29,서울특별시,A1100009,재단법인아산사회복지재단서울아산병원,응급,Y000,응급실,[혈액내과] 타원에서 치료중인 신환 수용불가,20260922000000,20260929235900,"서울특별시 송파구 올림픽로43길 88, 서울아산병원 (풍납동)",A1100009,48,자동,차단,혈액·종양내과
2026-09-23 01:59:29,서울특별시,A1100009,재단법인아산사회복지재단서울아산병원,응급,Y000,응급실,[종양내과] 본원 재진 외 수용불가,20260922000000,20260929235900,"서울특별시 송파구 올림픽로43길 88, 서울아산병원 (풍납동)",A1100009,49,자동,차단,혈액·종양내과
2026-09-23 01:59:29,서울특별시,A1100010,삼성서울병원,응급,Y000,응급실,[담낭담관질환] 담낭 수술 및 시술은 반드시 수용 여부 사전 확인,20260921000000,20260927235900,"서울특별시 강남구 일원로 81 (일원동, 삼성의료원)",A1100010,50,자동,차단,응급실
2026-09-23 01:59:29,서울특별시,A1100010,삼성서울병원,응급,Y000,응급실,"[AMI, 급성뇌졸중 의심 환자] 우선 진료 조정을 위해 노력하고 있으니, 수용 문의 부탁드립니다.",20260921000000,20260927235900,"서울특별시 강남구 일원로 81 (일원동, 삼성의료원)",A1100010,51,자동,차단,응급실
